Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-04-08,"Central Pillar of Frenzy",5.9,"Lead P2,4. Super enjoyable. Slippery first pitch into hero climbing on straight in cracks for like 400 feet. Every pitch very good but none extraordinary.",https://www.mountainproject.com/route/105862930/central-pillar-of-frenzy,5,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock",3.8,-1,Lead,Onsight,Trad,,500,2400
2022-03-13,"Have a Beer with Fear",5.11b,"Short and juggy. Undercling is key to passing the first bolt, other than just pull hard.",https://www.mountainproject.com/route/105944620/have-a-beer-with-fear,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Cannibal Crag",2.7,-1,Lead,Onsight,Sport,,60,4900
2022-03-13,"What's Eating You",5.10a,"Relaxed route overall with one reachy crux, a nice warmup.",https://www.mountainproject.com/route/105944650/whats-eating-you,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Cannibal Crag",2.2,-1,Lead,Onsight,Sport,,60,2600
2022-03-13,"Mac and Ronnie in Cheese",5.9+,"Warmup, two pretty tricky moves.",https://www.mountainproject.com/route/105944541/mac-and-ronnie-in-cheese,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Cannibal Crag",2.2,-1,Lead,Onsight,Sport,,50,2500
2022-03-13,"Caustic Cock",5.11b,"Clean send after. A nice powerful climb.",https://www.mountainproject.com/route/105820098/caustic-cock,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Cannibal Crag",3.4,-1,Lead,Redpoint,Sport,,40,4900
2022-03-13,"Caustic Cock",5.11b,"Fell after final bolt on onsight attempt.",https://www.mountainproject.com/route/105820098/caustic-cock,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Cannibal Crag",3.4,-1,Lead,Fell/Hung,Sport,,40,4900
2022-03-12,"The Next Century","5.10c PG13","Led P2. One fall on crux. Styled the rest! This climb is sick, bold and engaging climbing throughout. Would def do this again.",https://www.mountainproject.com/route/105732698/the-next-century,2,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > East Face",3.5,-1,Lead,Fell/Hung,Trad,,210,3200
2022-03-12,"The Walker Spur","5.10b/c R","Led P2 and rapped Pine Nuts. Very fun crux, some good crack. Burly second pitch, def Yos-like.",https://www.mountainproject.com/route/105733070/the-walker-spur,3,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > East Face",3.3,-1,Lead,Onsight,Trad,,550,3100
2022-03-12,"Small Purchase",5.10a,"This thing is long with a solid crux tips crux at a loooong reach to an opening. Very fun.",https://www.mountainproject.com/route/105732896/small-purchase,1,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Magic Mountain > North Face",3.4,-1,Lead,Onsight,Trad,,100,2600
2022-03-11,"Bone Saw",5.10a,"Worth the effort if there for handbone. Low angle ring locks are fun.",https://www.mountainproject.com/route/120047352/bone-saw,1,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > The Monument",2.5,-1,Lead,Onsight,Trad,,55,2600
2022-03-11,Handbone,5.10,"A very good climb, not sure if it’s worth the walk but undeniably good. When it pinches down there are near foot chips to work with.",https://www.mountainproject.com/route/106388482/handbone,1,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > The Monument",3.3,-1,Lead,Onsight,Trad,,70,3000
2022-03-11,"The Gobbler",5.10-,"Rocked up this after bailing from fiddler on the roof. Luke got headed out on the traverse and it was so cold we couldn’t feel our fingers! Led P2, P3. All the pitches are legit. P1 is slabby, Getting from the corner to the chimney on P2 is tricky and plenty of hard moves on P3. Overall a good climb.",https://www.mountainproject.com/route/105732347/the-gobbler,3,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Black Velvet Wall",3.2,-1,Lead,Onsight,Trad,,200,2700
2022-02-13,"Pirate Booty",V3,"Kinda just muscled up this one.",https://www.mountainproject.com/route/106093121/pirate-booty,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Wavy Gravy Area > Slap Happy Boulder",2.3,-1,Flash,,Boulder,,10,20300
2022-02-13,"Slap Happy",V3,"In 3 goes. Going straight up to the edge instead of slapping out right went much easier for me. If I were to try again I would like to do the more “slappy” way.",https://www.mountainproject.com/route/106093108/slap-happy,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Wavy Gravy Area > Slap Happy Boulder",2.9,-1,Send,,Boulder,,12,20300
2022-02-13,Solarium,V4,"In 6 goes. Very sunny but surprisingly not greasy. Big to the lip, bumped to higher bucket. Matched, get feet situated and out to the left jug. Stoked!",https://www.mountainproject.com/route/105943524/solarium,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > Solarium Boulder",3.2,-1,Send,,Boulder,,15,20400
2022-02-13,Weekender,V4,"In 3. Jugs and heel hooks with a strong move or two.",https://www.mountainproject.com/route/105988476/weekender,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Slow Dance/Gleaner Area > Slow Dance Cave",3.1,-1,Send,,Boulder,,20,20400
2022-02-05,"Skeezer Pleaser",5.11b,"First attempt",https://www.mountainproject.com/route/105922438/skeezer-pleaser,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Ghetto Wall",2.8,-1,Lead,Fell/Hung,Sport,,45,4900
2022-02-05,Cockblock,5.10d,"Nice clean send.",https://www.mountainproject.com/route/107157484/cockblock,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Stumbling Blocks",2.5,-1,Lead,Redpoint,Sport,,40,3500
2022-02-05,"Orange Mocha Frappuccino",5.9,"A fine 5.9, def dirty but holds probably won’t blow. Cool moves through the cave.",https://www.mountainproject.com/route/117562809/orange-mocha-frappuccino,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",1.8,-1,Lead,Onsight,Sport,,35,2400
2022-02-05,"Year of the Karen",5.10d,"Thought this was the 5.9 so a bit of a cold start. Grabbed the 6th draw to shuffle a hand but otherwise pretty smooth.",https://www.mountainproject.com/route/117709892/year-of-the-karen,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",2.4,-1,Lead,Fell/Hung,Sport,,45,3500
2022-02-05,"Skeezer Pleaser",5.11b,"1 fall on onsight attempt then a clean go. Got a little big for britches cutting feet after landing the crux hold and almost peeled! Next time take the time to set a nice left foot lol.",https://www.mountainproject.com/route/105922438/skeezer-pleaser,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Ghetto Wall",2.8,-1,Lead,Redpoint,Sport,,45,4900
2022-02-05,"Dick Pics",5.10b/c,"A solid climb. Crux at B3, steep stuff juggy and fun.",https://www.mountainproject.com/route/117562778/dick-pics,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",2.6,-1,Lead,Onsight,Sport,,50,3100
2022-02-05,"Wanna Get High",5.10c/d,"Two hangs at last two steep bolts. A reachy but extremely doable move at the permadraw. Then the crux is the pump at the steep part. I think the hardest move is coming up to the lip but it’s all there if you can hold on.",https://www.mountainproject.com/route/116996588/wanna-get-high,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",3.2,-1,Lead,Fell/Hung,Sport,,95,3400
2022-02-05,"Johnny Can't Lead",5.11a,"Went to the horn. Very smooth go. Likely .10+ especially if you go to the horn.",https://www.mountainproject.com/route/105895926/johnny-cant-lead,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Ghetto Wall",3.2,-1,Lead,Onsight,Sport,,40,4600
2022-01-23,"Monkey Sang, Monkey Do",5.11c,"No send. Barely sent the overlap. Pretty hosed up higher. Left hand to right facing flakey hold. Right hand to crimp. Left hand to slopey hold. Right foot to pocket, launch to tuffa thing.",https://www.mountainproject.com/route/107876829/monkey-sang-monkey-do,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Planet of the Apes Wall",3.6,-1,TR,,TR,,70,5200
2022-01-23,Cockblock,5.10d,"One fall at the crux. There’s a good hold a foot or two above the bolt, right facing. Use poor holds to get to that and it’s over. That’s really the only really hard move on the route.",https://www.mountainproject.com/route/107157484/cockblock,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Stumbling Blocks",2.5,-1,Lead,Fell/Hung,Sport,,40,3500
2022-01-23,"The Third Degree",5.10b,"Nice climbing.",https://www.mountainproject.com/route/105926046/the-third-degree,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Stumbling Blocks",2.4,-1,Lead,Onsight,Sport,,,2900
2022-01-23,"Guerilla Drilla",5.10a,"Very cruiser.",https://www.mountainproject.com/route/105926041/guerilla-drilla,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Stumbling Blocks",2.4,-1,Lead,Onsight,Sport,,,2600
2022-01-23,Gorgeous,5.10a,"Warm up.",https://www.mountainproject.com/route/105904186/gorgeous,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",2.7,-1,Lead,Redpoint,Sport,,60,2600
2022-01-23,Luscious,5.11b,"Jugs forever, very fun.",https://www.mountainproject.com/route/106195514/luscious,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",3.1,-1,Lead,Onsight,Sport,,60,4900
2022-01-23,"Climate Changed",5.10c/d,"Fell on the last move in the crux bulge. Yikes this thing doesn’t like me! More endurance needed.",https://www.mountainproject.com/route/116489942/climate-changed,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",3.1,-1,Lead,Fell/Hung,Sport,,70,3400
2022-01-16,"Crimson Chrysalis",5.8+,"Absolutely crushed it with Linds. Bottom to top in 6hrs, rapped the whole thing in 1:40. A ton of enjoyable moderate climbing. The way it crescendos into the varnish at the top is epic. Super proud of Lindsay for styling this. This thing is big!",https://www.mountainproject.com/route/105732281/crimson-chrysalis,9,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Cloud Tower",3.6,-1,Lead,Onsight,Trad,,1000,2200
2022-01-15,"Rain Dance",5.10a,"Good rock, good climbing. A tough crux at .10a and lots of fun pulling otherwise.",https://www.mountainproject.com/route/107273805/rain-dance,1,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Whiskey Peak > North Face",2.8,-1,Lead,Onsight,Trad,,130,2600
2022-01-15,Frogland,5.8,"Led all with Linds. Def sustained for the grade, the traverse crux is sick! Chock stone is cool too. A very fun route, with every pitch providing something interesting.",https://www.mountainproject.com/route/105732398/frogland,6,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Whiskey Peak > North Face",3.6,-1,Lead,Onsight,Trad,,700,2100
2022-01-02,"Johnnie Big Mouth",V4,"~5 attempts to send. Cool strong movement with a big reach through an undercling, reaching the juggy hold is chill then a big dynamic throw to the top. Rad.",https://www.mountainproject.com/route/106809075/johnnie-big-mouth,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Lizard's Mouth > Kelly's Hill",3.4,-1,Send,,Boulder,,10,20400
2022-01-02,"Shaken, Not Stirred",V3,"~6 attempts to send. Really neat overhanging move with thigh scumming. Typical BS SB slopey finish.",https://www.mountainproject.com/route/106393724/shaken-not-stirred,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Lizard's Mouth > Femme Fatale Area",3.4,-1,Send,,Boulder,,14,20300
2022-01-02,"Treasure of the Sierra Madre",V0+,"Nice! A sweet lil crack.
All the other lines around are a good place to throw a newby.",https://www.mountainproject.com/route/106667991/treasure-of-the-sierra-madre,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Lizard's Mouth > The Big Heat",2.4,-1,,,Boulder,,11,20010
2022-01-02,"There's Friendlier Places to Drink",V1,"Makes for a solid warmup.",https://www.mountainproject.com/route/107250057/theres-friendlier-places-to-drink,1,"California > Central Coast > Santa Barbara > * Santa Barbara Bouldering > The Lizard's Mouth > Femme Fatale Area",1.8,-1,,,Boulder,,10,20100
2021-12-05,"Comfortably Numb",5.11,"Made it about halfway through the roof. Face climbing up to that point is easy. Tried to invert. Fucking hard but learned quite a bit. Things get a bit easier once your butt is against the wall and not hanging out in space.",https://www.mountainproject.com/route/105723106/comfortably-numb,1,"California > Joshua Tree National Park > Hidden Valley Area > The Outback > Steve Canyon Area > Steve Canyon > Super Roof Wall",2.9,-1,TR,,Trad,,50,5000
2021-12-05,"Straight Flush",5.8,"Better than it looks. Grainy and sharp but some interesting chimney / jamming to be had.",https://www.mountainproject.com/route/105724093/straight-flush,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Outhouse Rock > Outhouse Rock - East Face",1.8,-1,Lead,Onsight,Trad,,80,2100
2021-12-05,"Strawberry Jam",5.9,"Very fun. Committing start and step across, then a splitter hand crack. Lots to like here.",https://www.mountainproject.com/route/105723565/strawberry-jam,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Outhouse Rock > Outhouse Rock - East Face",2.6,-1,Lead,Onsight,Trad,,70,2400
2021-12-04,"Fote Hog",5.6,"This thing is my fav moderate in the park for sure. Face-y start, sick traverse, jug roof pull, twin thin cracks, low angle layback, chimney, what else can you ask for? Pulled up Lindsay and Justin and they had a great time too.",https://www.mountainproject.com/route/105725077/fote-hog,2,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > The Sentinel > The Sentinel - East Face",2.8,-1,Lead,Onsight,Trad,,130,1600
2021-12-04,"Count on Your Fingers",5.9,"Def the best of the <5.9’s on thin wall. Juggy with some good reaches.",https://www.mountainproject.com/route/105724180/count-on-your-fingers,1,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > The Thin Wall",2.4,-1,Lead,Onsight,Trad,,50,2400
2021-12-04,"Sail Away",5.8-,"Put up for Linds, Nate, and Justin. Always a good time.",https://www.mountainproject.com/route/105722179/sail-away,1,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > Hidden Tower",3.5,-1,Lead,Redpoint,Trad,,60,2000
2021-12-04,"Run For Your Life","5.10b R","Prickly off the deck but very positive holds. Lots of high feet and thumb catches. Holds get worse as you go. A tricky traverse move between the 3rd and 4th bolt is cruxy. Skipped second to last bolt. Didn’t bother with gear up top. Made the exit moves veeeery scary. I did a crazy strong cross hand move. Stoked! A proud lead.",https://www.mountainproject.com/route/105722344/run-for-your-life,1,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > Tumbling Rainbow Formation",3.7,-1,Lead,Onsight,Trad,,90,2900
2021-12-04,"Illusion Dweller",5.10b,"The good climbing percentage on this thing is just about 100%, and it is long! All the good of jtree climbing (undulating interesting cracks, bullet rock) and none of the bad. The roof pull is strong but straightforward. Excellent climb.",https://www.mountainproject.com/route/105722065/illusion-dweller,1,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > The Sentinel > The Sentinel - West Face",3.8,-1,Lead,Onsight,Trad,,100,2900
2021-11-07,"Rebel Without a Pause",5.11a,,https://www.mountainproject.com/route/105732527/rebel-without-a-pause,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Right",3.0,-1,Lead,Fell/Hung,Sport,,50,4600
2021-11-07,"Black Gold",5.10b,"Whiffed the dead point at the first bolt, whoops! Some tricky sections thereafter, a fine route ",https://www.mountainproject.com/route/105849782/black-gold,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Left",2.4,-1,Lead,Fell/Hung,Sport,,55,2900
2021-11-07,"Dancin' with a God",5.10a,"Quality warmup. A fun full value .10a move at the top.",https://www.mountainproject.com/route/105732545/dancin-with-a-god,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Left",2.6,-1,Lead,Onsight,Sport,,50,2600
2021-11-07,"Rebel Without a Pause",5.11a,"1 hang at the crux on the onsight attempt. Finished it then redpointed it next attempt. Took everything I had. Strong pulling before and after the crux. Final bolt is a bit pumpy to clip. I went for a heelhook and right hand cross to dark crimp which made for an easier sequence after. Connor used an undercling in the hueco which looked a bit smoother but the sequence after looked tougher. A sweet ripper of a climb.",https://www.mountainproject.com/route/105732527/rebel-without-a-pause,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Right",3.0,-1,Lead,Redpoint,Sport,,50,4600
2021-11-06,"Edge Dressing",5.10b/c,"Connor climbed linked P1/2 of dark shadows, I climbed the first pitch of chasing shadows into this. The layback crux is a bit hairy, and the entirety of the upper two bolt section is thin and challenging. Took two ~3bolt whips at each of the upper two bolts. Beautiful rock and movement, definitely a classic. 5.10c IMO.",https://www.mountainproject.com/route/106053521/edge-dressing,4,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > Dark Shadows Wall",3.1,-1,Lead,Fell/Hung,Trad,,320,3100
2021-11-06,"Slot Machine",5.10,"Mega fun, pretty real above small gear in places. Steep and sustained for the grade but it’s all there if you’re smart with your feet and big on the locks and crimps.",https://www.mountainproject.com/route/105732722/slot-machine,1,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > Dark Shadows Wall",3.3,-1,Lead,Onsight,Trad,,,3000
2021-11-06,"Risky Business","5.10c R","Led all pitches w/Connor. This climb is endlessly pushy but never desperate. Consistent 20+ft turnouts and big traverses. I’m stoked to have absolutely styled it. First pitch is the head crux with some a hard move above the second bolt and a no hands smear move with ground fall potential after. The next two pitches are solid with excellent movement and big run outs. The final pitch is much easier. I thought pitch 2 was probably the trickiest.",https://www.mountainproject.com/route/105732866/risky-business,4,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > Dark Shadows Wall",3.8,-1,Lead,Onsight,Trad,,400,3200
2021-11-05,"Sour Mash",5.10a,"Led all pitches but the last two, let Connor fire it up, and he went big and even whipped! Really good fun but it’s the last two pitches that are real standout.good movement on good rock.",https://www.mountainproject.com/route/105732407/sour-mash,6,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Black Velvet Wall",3.6,-1,Lead,Onsight,Trad,,600,2600
2021-11-05,"Overhanging Hangover",5.10a,"Super rad route, both pitches are cool. First pitch is legit slab, and the second is sporty up the wall and super sweet out the roof. Took an unexpected fall at a cruxy section, blew a football sized rock off the wall with my feet, did I blow a hold and fall or knock something down during the fall? Not sure. Otherwise styled the route.",https://www.mountainproject.com/route/105732587/overhanging-hangover,2,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Black Velvet Wall",3.1,-1,Lead,,Trad,,200,2600
2021-10-30,"Cookies and Cream",5.11b,"This climb is a bomb. Seemingly lots of missing holds and even then it feels like a squeeze job.",https://www.mountainproject.com/route/106659501/cookies-and-cream,1,"California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Chocolate Wall",1.3,-1,TR,,Sport,,80,4900
2021-10-30,Bushwhacked,5.9-,"Warmup ",https://www.mountainproject.com/route/105825782/bushwhacked,1,"California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Left Flank",2.0,-1,Lead,Onsight,Sport,,90,2300
2021-10-30,Bittersweet,5.10c,"Lots of standing up on lockoffs and searching for the next stuff. Pretty sustained but at least the feet are solid. This is a solid climb and worth coming back to.",https://www.mountainproject.com/route/106033004/bittersweet,1,"California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Chocolate Wall",2.6,-1,Lead,Onsight,Sport,,,3200
2021-10-30,Caffeine,5.11b,"Puzzled by crux this time. Make use of little foot ledge out right for it. Move strong to palm out rest. ",https://www.mountainproject.com/route/105838362/caffeine,1,"California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Java Wall",3.3,-1,Lead,Fell/Hung,Sport,,100,4900
2021-10-30,"Death by Chocolate",5.11a,"A great climb worth returning to. Pulling roof isn’t bad with a high foot, rest of the game is not pumping out. Only a few sections of truly bad holds. Hold on and go for it! Roof crux use the good highest jug, left hand on the edge near the bolt. High right foot, find an edge for the left foot and reaaaaach. Be aware not to go too high on the right trend partway through.",https://www.mountainproject.com/route/106032997/death-by-chocolate,1,"California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Chocolate Wall",2.8,-1,Lead,Fell/Hung,Sport,,,4600
2021-10-22,"Spaghetti Western",5.11,"Total hang job, 6 total hangs.I did not bring the send for this one! Styled the layback, but it’s middle 1’s into tight 2’s out of it! Gotta be strong to fire it into the overhang, the hands get good about halfway up. First rest is just before pulling the bulge which itself isn’t hard. 2x 0,4, 0.5, 3 and 4x 0.75, 1, 2. A lovely creek tradition of mine to get humble pied on the last climb of the trip.",https://www.mountainproject.com/route/105717472/spaghetti-western,1,"Utah > Southeast Utah > Indian Creek > Pistol Whipped",3.9,-1,Lead,Fell/Hung,Trad,,,5000
2021-10-21,"Keyhole Flake",5.10,"More like a red rocks climb. Committing start, cruiser wide hands, top is engaging, with strong layback moves hopping to various foot holds. Hard for .10 and really neat.",https://www.mountainproject.com/route/105717442/keyhole-flake,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.1,-1,Lead,Onsight,Trad,,,3000
2021-10-21,Gorilla,5.10,"Long and very fun! Lots of hand sizes with the meat of it 3’s. Secure stemming double foot jams up high.",https://www.mountainproject.com/route/105717424/gorilla,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.1,-1,Lead,Onsight,Trad,,,3000
2021-10-21,"The Wave",5.10+,"Another heartbreaker. Fell 2 moves from the finish on the lower angle tight 1’s, just couldn’t hang on. After all the cruxes too… hard not to feel shitty. Proud of styling the laybacks though, this thing is hard. Good rests, and even some locker fingers connect the hard parts. The lower layback is longer so harder because you have to place gear mid layback. The upper layback has a good footpod you can pull onto quickly after the bulge. That said, this climb is super sick!",https://www.mountainproject.com/route/105717529/the-wave,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.6,-1,Lead,Fell/Hung,Trad,,120,3300
2021-10-21,"Bad Rad Duality",5.10+,"This thing is a full meal of a climb. Cool fingers down low to a sprint of a crammed 1’s section. Up to a full body stemming rest. First roof is tight 1’s but mitigated with smart stemming. Right into the second roof which is has plenty of good jams. Lots of solid .10+ sections.",https://www.mountainproject.com/route/105717760/bad-rad-duality,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.5,-1,Lead,Onsight,Trad,,120,3300
2021-10-20,"Unnamed 38 - wide to fists and kind of wavy",5.10+,"A little sandy. Splitter fun hand fist stacks, first time at the size which is cool. Yah get a little too small for knee and too big for knee which is cool. Burly fists and forearms up top. Packs a punch for sure.",https://www.mountainproject.com/route/108678037/unnamed-38-wide-to-fists-and-kind-of-wavy,1,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",2.8,-1,Lead,Onsight,Trad,,65,3300
2021-10-20,"Ernie Used to Box",5.10+,"This was a full value stellar climb. Excellent rock, splitter. Fists in a slot, plenty of opportunities for teakettle fists. A wild stacked hands pull around the chimney. A fully horizontal splitter on wide hands with sinker respite. The crack rears up on fists and then ends with offwidth. I gave blood for this one and it was worth it!",https://www.mountainproject.com/route/106264884/ernie-used-to-box,1,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",3.8,-1,Lead,Onsight,Trad,,100,3300
2021-10-20,"Warm-Up Handcrack",5.10,"5 star route for sure. Better than incredible hand crack, much cleaner edge. Perfect 2’s for me. Yummy yummy yummy.",https://www.mountainproject.com/route/105718687/warm-up-handcrack,1,"Utah > Southeast Utah > Indian Creek > Reservoir Wall",3.7,-1,Lead,Onsight,Trad,,100,3000
2021-10-18,"Where's Carruthers?",5.10c,"A fine 2.5 star route. Awkward 0.75 pull in the flare to cruiser motoring 3’s to the anchor.",https://www.mountainproject.com/route/106132196/wheres-carruthers,1,"Utah > Southeast Utah > Indian Creek > Scarface",2.7,-1,Lead,Onsight,Trad,,60,3200
2021-10-18,"Mantel Illness",5.11a/b,"Lots of falls on crux. .10~ thin hands to hands down low. Once you’re forced to step off the tower, there are good locks to lay off. Be strong and move until you can reach for the big hold, two 0.3’s on the left hip critical. Rightmost side of upper hold is positive for left hand. Right foot cornered as high as possible, pull hard to slam a pinky/ring int  on the obvious lock. Pull hard to high step left foot. Gear is good and climbing easy once you’ve set that foot. Super tight climb should give a go if you’re here next time!

Legend has it alternative beta is to find a part of the lower hold that allows you to set bodyweight right, allowing you to use the right facing edge better for your foot and right hand thumbs down up to lock. Like the picture.",https://www.mountainproject.com/route/105718303/mantel-illness,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.2,-1,Lead,Fell/Hung,Trad,,,4800
2021-10-18,Scarface,5.11a/b,"1 fall, 1 hang. Getting through the pods is strong but not super hard. I thought the hard part was fighting through the 3 body lengths of 1’s. Even when it widens to tight 2’s it’s still only thumbs down so keep fighting! Easy up top. Picturesque climb, and super fun.",https://www.mountainproject.com/route/105717484/scarface,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.8,-1,Lead,Fell/Hung,Trad,,,4800
2021-10-18,"Wavy Gravy",5.10,"Grunty for the grade. First roof is tighter hands, second roof is wider hands. Stellar feature and cool climbing.",https://www.mountainproject.com/route/105717922/wavy-gravy,1,"Utah > Southeast Utah > Indian Creek > Scarface",3.2,-1,Lead,Flash,Trad,,70,3000
2021-10-17,"Divide and Conquer",5.10+,"A very fun route. Chimney into a cool roof pull. Wide hands until fists don’t work then a short but legit layback to the anchors. Very good!",https://www.mountainproject.com/route/105893736/divide-and-conquer,1,"Utah > Southeast Utah > Indian Creek > Sparks Wall",3.1,-1,Lead,Onsight,Trad,,100,3300
2021-10-17,"Go Sparky Go",5.11b/c,"Hardest onsight yet! Went hard for the send. Thin hands to fat fingers I felt was hard. Went big for the finish. Woot!",https://www.mountainproject.com/route/105888734/go-sparky-go,1,"Utah > Southeast Utah > Indian Creek > Sparks Wall",3.4,-1,Lead,Onsight,Trad,,70,5100
2021-10-17,"Sparkling Schnitzel",5.11-,"Thought this was gafilte fish. 1 hang mid crux for a real stuck foot. Some difficult stacks. Still not sure how to move gear if it’s stacks but no knees. Rest of climb is twisted hands and fists. Overall a very good climb!",https://www.mountainproject.com/route/105888973/sparkling-schnitzel,1,"Utah > Southeast Utah > Indian Creek > Sparks Wall",2.8,-1,Lead,Fell/Hung,Trad,,70,4700
2021-10-17,"Jupiter Crack",5.11,"Lifetime route for me. Saw a picture of this in the sbrg bathroom years ago and knew I had to do it someday. Chinle start is committing but really not bad. Easy low angle stuff to a mega hand traverse with a leg huck knee jam to rest. Some of the most fun climbing I’ve ever done. A masterpiece both aesthetically and athletically.",https://www.mountainproject.com/route/107516399/jupiter-crack,1,"Utah > Southeast Utah > Indian Creek > Sparks Wall",3.9,-1,Lead,Onsight,Trad,,130,5000
2021-10-16,"Purple Rain",5.10,"An alright warmup but super sandy after the storm, and more like 50ft than 70ft.",https://www.mountainproject.com/route/114330996/purple-rain,1,"Utah > Southeast Utah > Indian Creek > Technicolor Wall",2.7,-1,Lead,Onsight,Trad,,70,3000
